title_id;title;release_id;distributor;genres;runtime_minutes;release_worldwide_gross;release_domestic_gross;release_foreign_gross;title_worldwide_gross;title_domestic_gross;title_foreign_gross;earliest_release_date;worldwide_opening_weekend;domestic_opening_weekend;n_theaters_opening;n_theaters_widest;release_date;days_in_release
tt5740866;whitney;rl3926230529;roadside attractions;biography,documentary,music;120;4605123;3026351;1578772;4605123;3026351;1578772;2018,07,6;1265572;1265572;451;451;2018,07,6;179
tt6742252;the guilty;rl705136129;magnolia pictures;crime,drama,thriller;85;4598051;207140;4390911;4598051;207140;4390911;2018,07,12;60050;60050;29;31;2018,10,19;387
tt7339826;maquia when the promised flower blooms;rl1527219713;eleven arts;adventure,animation,drama,family,fantasy;115;1979604;185699;1793905;4549531;204238;4345293;2018,02,24;71472;71472;157;221;2018,07,20;165
tt3319730;the mercy;rl2567341569;screen media films;adventure,biography,drama,mystery;112;306205;29538;276667;4536348;29538;4506810;2018,02,9;;;;108;2018,11,30;345
tt5093026;papillon;rl4094002689;bleecker street media;adventure,biography,crime,drama;133;4516580;2335896;2180684;4516580;2335896;2180684;2018,06,28;1090073;1090073;544;544;2018,08,24;130
tt5607096;juliet naked;rl285509121;roadside attractions;comedy,drama,music,romance;97;4508260;3444895;1063365;4508260;3444895;1063365;2018,08,16;60886;60886;4;467;2018,08,17;137
tt7279188;woman at war;rl2718533121;magnolia pictures;adventure,comedy,drama;101;4469002;847495;3621507;4469002;847495;3621507;2018,05,25;18370;18370;5;66;2019,03,1;255
tt3340446;storm boy;rl3054077441;good deed entertainment;adventure,drama,family;99;4252706;71760;4180946;4252706;71760;4180946;2018,01,18;46676;46676;56;56;2019,04,5;220
tt6288124;dont worry he wont get far on foot;rl2349172225;amazon studios;biography,comedy,drama;114;4234744;1441705;2793039;4234744;1441705;2793039;2018,04,4;83339;83339;4;266;2018,07,13;172
tt6588966;hichki;rl3087369729;yash raj films;comedy,drama;116;4219279;330279;3889000;4219279;330279;3889000;2018,02,22;330279;330279;73;73;2018,03,23;284
tt5516328;ghost stories;rl1476691457;ifc films;drama,horror;98;4131358;148747;3982611;4131358;148747;3982611;2018,04,6;11972;11972;1;24;2018,04,20;256
tt7231342;the fall of the american empire;rl3792143873;entertainment one;comedy,crime;127;4090388;2178460;1911928;4090388;2178460;1911928;2018,06,29;338216;338216;72;73;2018,06,29;500
tt6212478;american animals;rl2449835521;the orchard;biography,crime,drama,thriller;116;4080073;2856954;1223119;4080073;2856954;1223119;2018,06,1;134793;134793;4;339;2018,06,1;214
tt8076344;penguin highway;rl202081793;eleven arts;adventure,animation,family,fantasy,mystery;117;4006647;104567;3902080;4006647;104567;3902080;2018,08,17;22833;22833;84;168;2019,04,12;213
tt6053438;first reformed;rl2147845633;a24;drama,mystery,thriller;113;3862498;3448256;414242;3862498;3448256;414242;2018,05,18;97562;97562;4;334;2018,05,18;228
tt2368254;a private war;rl2617542145;aviron pictures;biography,drama,war;110;3826678;1633208;2193470;3826678;1633208;2193470;2018,11,2;60491;60491;4;865;;374
tt6002232;custody;rl621250049;kino lorber;drama;93;3790303;83882;3706421;3790303;83882;3706421;2018,02,7;4947;4947;1;7;2018,06,29;186
tt8060652;seven years of night;rl1342473729;cj entertainment;action,drama,thriller;123;3716820;24281;3692539;3716820;24281;3692539;2018,03,28;13669;13669;4;4;2018,04,6;270
tt3722234;gosnell the trial of americas biggest serial killer;rl1074234881;gvn releasing;crime,drama;93;3679893;3679893;;3679893;3679893;;2018,10,12;1162988;1162988;673;673;2018,10,12;394
tt7250056;nonfiction;rl789087745;ifc films;comedy,drama,romance;108;3618888;704919;2913969;3618888;704919;2913969;2018,12,27;29853;29853;2;89;2019,05,3;192
tt6512428;indivisible;rl0296449;pure flix entertainment;drama,war;119;3589633;3511417;78216;3589633;3511417;78216;2018,10,25;1503101;1503101;830;830;2018,10,26;381
tt6559390;the apparition;rl1896318465;music box films;drama;144;3562793;28293;3534500;3562793;28293;3534500;2018,02,14;9830;9830;7;7;2018,09,7;429
tt7935892;the oscar nominated short films 2018 live action;rl3020260865;shorts international;action;96;3511123;3508777;2346;3511123;3508777;2346;2018,02,9;695044;695044;198;272;2018,02,9;326
tt6889866;the metropolitan opera hd live puccini tosca;rl486835713;fathom events;musical;150;3473616;2023749;1449867;3473616;2023749;1449867;2018,01,27;1498309;1498309;691;691;2018,01,27;339
tt6217608;the rider;rl923108865;sony pictures classics;drama,western;104;3434963;2419031;1015932;3434963;2419031;1015932;2018,03,28;42244;42244;3;224;2018,04,13;263
tt0093191;wings of desire;rl3339159041;janus films;drama,fantasy,romance;128;123830;123830;;3404057;3333969;70088;1988,04,29;12885;17301;1;4;2018,10,19;388
tt6542108;patrick;rl3322185217;independent;comedy,family,romance;94;3369468;6290;3363178;3369468;6290;3363178;2018,06,29;1378;1378;10;100;2019,02,15;269
tt1667321;on chesil beach;rl3976365569;bleecker street media;drama,music,romance;110;3335913;745971;2589942;3335913;745971;2589942;2018,05,18;35765;35765;4;203;2018,05,18;228
tt7364566;maria by callas;rl1309115905;sony pictures classics;biography,documentary,music;119;2185562;1267301;918261;3323133;1267301;2055832;2017,12,13;91915;;16;149;2018,11,2;374
tt1553659;breath;rl4093937153;filmrise;adventure,drama,romance,sport;115;3322479;37108;3285371;3322479;37108;3285371;2018,05,3;5258;5258;1;21;2018,06,1;214
tt6980546;bharat ane nenu;rl1090815489;great india films;action,drama;173;3276257;2663090;613167;3276257;2663090;613167;2018,04,19;2663090;2663090;305;305;2018,04,20;256
tt7074886;the front runner;rl3422848513;sony pictures releasing;biography,drama,history;113;3242235;2000105;1242130;3242235;2000105;1242130;2018,11,6;51543;51543;4;807;;369
tt5929754;wildlife;rl3389490689;ifc films;drama;105;3231638;1050616;2181022;3231638;1050616;2181022;2018,10,18;104589;104589;4;105;2018,10,19;388
tt7363336;tea with the dames;rl2533852673;ifc films;documentary;84;3181152;889343;2291809;3188434;889343;2299091;2018,04,27;14777;14777;1;71;2018,09,21;416
tt5649108;thoroughbreds;rl2718074369;focus features;crime,drama,thriller;92;3187255;3072605;114650;3187255;3072605;114650;2018,03,9;1224430;1224430;549;564;2018,03,9;298
tt3576728;bilal a new breed of hero;rl168134145;vertical entertainment;action,adventure,animation;105;576805;490973;85832;3087832;490973;2596859;2016,05,26;309951;;300;300;2018,02,2;333
tt9810480;made for more;rl2533787137;fathom events;documentary;120;2999134;2999134;;2999134;2999134;;2018,08,2;;;;703;2018,08,2;466
tt6313378;memoir of war;rl1879541249;music box films;drama;127;2980982;103636;2877346;2980982;103636;2877346;2018,01,24;11653;11653;2;11;2018,08,17;450
tt5702446;god bless the broken road;rl3523511809;freestyle releasing;drama,family,romance;111;2848233;2846257;1976;2848233;2846257;1976;2018,09,7;1386254;1386254;1272;1272;2018,09,7;119
tt5092380;hold your breath;rl0624129;entertainment one;scifi;89;2842040;77987;2764053;2842040;77987;2764053;2018,04,4;16046;16046;12;12;2018,08,10;458
tt6346162;disneys newsies the broadway musical;rl3087435265;fathom events;musical;149;282429;282429;;2827489;2827489;;2017,02,18;122524;1333538;647;647;2018,07,26;159
tt3901826;the breadwinner;rl1124369921;gathrfilms;animation,drama,family,war;94;2426907;834;2426073;2790214;313215;2476999;2017,11,17;834;17395;1;1;2018,04,13;263
tt6510332;mcqueen;rl4077225473;bleecker street media;biography,documentary;111;2739246;1257275;1481971;2739246;1257275;1481971;2018,06,8;98873;98873;4;95;2018,07,20;165
tt6360332;is genesis history;rl1174832641;fathom events;documentary;100;166763;166763;;2737155;2737155;;2017,02,23;;;;842;2018,02,22;313
tt3823098;edie;rl3959981569;music box films;drama;102;2726023;66643;2659380;2726023;66643;2659380;2018,05,24;8801;8801;7;11;2019,09,6;66
tt5179598;billionaire boys club;rl1812432385;vertical entertainment;biography,drama,thriller;108;2712628;1349;2711279;2712628;1349;2711279;2018,07,18;;;;;2018,08,17;451
tt2404639;the happy prince;rl4211377665;sony pictures classics;biography,drama;105;2621992;466440;2155552;2621992;466440;2155552;2018,04,12;38886;38886;8;277;2018,10,10;396
tt5493944;the little mermaid;rl2164557313;conglomerate media;adventure,drama,fantasy,romance;85;2610742;147175;2463567;2610742;147175;2463567;2018,08,2;85505;85505;82;82;2018,08,17;137
tt8925540;racetime;rl1208387073;entertainment one;adventure,animation,comedy;89;2600728;1875283;725445;2600728;1875283;725445;2018,12,7;271061;271061;86;86;2018,12,7;339
tt6527426;zero;rl3439625729;yash raj films;comedy,drama,romance;164;2595762;1035388;1560374;2595762;1035388;1560374;2018,12,20;1035388;1035388;300;300;2018,12,21;324
tt7139246;leo da vinci mission mona lisa;rl1158186497;ammo content;adventure,animation,family;85;2588859;19978;2568881;2588859;19978;2568881;2018,01,11;19978;19978;25;25;2019,08,2;101
tt6205872;assassination nation;rl1661240833;neon;action,comedy,crime,drama,horror,thriller;108;2584988;2005142;579846;2584988;2005142;579846;2018,09,21;1050021;1050021;1403;1403;2018,09,21;102
tt6386748;birds of passage;rl1627883009;the orchard;crime,drama;125;2517349;507259;2010090;2517349;507259;2010090;2018,08,2;23082;23082;2;97;2019,02,13;271
tt5340300;lean on pete;rl1006994945;a24;adventure,drama;121;2443584;1163056;1280528;2443584;1163056;1280528;2018,04,5;46975;46975;4;187;2018,04,6;270
tt7158430;hearts beat loud;rl2634319361;gunpowder  sky;comedy,drama,music;97;2417165;2386251;30914;2417165;2386251;30914;2018,06,8;74524;74524;4;170;2018,06,8;207
tt4177856;the littlest reindeer;rl3120989697;screen media films;animation,family;89;1145012;24262;1120750;2413540;24262;2389278;2018,10,19;22056;;105;105;2018,11,30;345
tt8264546;1991;rl3775366657;entertainment one;comedy;141;2342264;2342264;;2342264;2342264;;2018,07,27;328828;328828;83;83;2018,07,27;161
tt1318517;the man who killed don quixote;rl3423176193;screen media films;adventure,comedy,drama,fantasy;132;2301430;391963;1909467;2301430;391963;1909467;2018,05,16;;;;756;2019,04,10;215
tt6933454;puzzle;rl3808790017;sony pictures classics;drama;103;2260946;2032018;228928;2260946;2032018;228928;2018,07,27;61214;61214;5;265;2018,07,27;471
tt5779372;an interview with god;rl2953283073;fathom events;drama,mystery;97;2251795;1201434;1050361;2251795;1201434;1050361;2018,08,20;;;;944;2018,08,20;134
tt7555774;at war;rl1124632065;cinema libre studio;drama;113;2235052;4605;2230447;2235052;4605;2230447;2018,05,16;1405;1405;1;1;2019,07,19;115
tt8269552;3 faces;rl2366211585;kino lorber;drama;100;2191337;72324;2119013;2191337;72324;2119013;2018,06,6;7065;7065;1;7;2019,03,8;248
tt5501104;border;rl939951617;neon;crime,drama,fantasy,romance,thriller;110;2147054;771930;1375124;2147054;771930;1375124;2018,10,19;73700;73700;7;74;2018,10,26;381
tt4827558;high life;rl2785445377;a24;adventure,drama,mystery,scifi;113;2133033;1225852;907181;2133033;1225852;907181;2018,11,7;99341;99341;4;146;2019,04,5;220
tt5672286;indian horse;rl1309246977;elevation pictures;drama;101;2097362;2097362;;2097362;2097362;;2018,04,13;;;;9;2018,04,13;577
tt3906082;mary shelley;rl2198111745;ifc films;biography,drama,history,romance;120;2096600;108900;1987700;2096600;108900;1987700;2018,05,10;12570;12570;2;30;2018,05,25;221
tt3208026;black 47;rl2483521025;ifc films;action,drama;100;2073063;57520;2015543;2073063;57520;2015543;2018,09,7;8600;8600;1;100;2018,09,28;408
tt5691670;under the silver lake;rl3271919105;a24;comedy,crime,drama,mystery,thriller;139;2053469;46083;2007386;2053469;46083;2007386;2018,08,8;35270;35270;2;2;2019,04,19;206
tt7363076;raid;rl470058497;eros international;action,crime,drama,thriller;122;2031135;1010385;1020750;2031135;1010385;1020750;2018,03,15;423817;423817;79;79;2018,03,16;291
tt8359848;climax;rl1258718721;a24;drama,horror,music,thriller;97;2027391;817339;1210052;2027391;817339;1210052;2018,09,19;119423;119423;5;217;2019,03,1;255
tt4614612;peterloo;rl3489957377;amazon studios;drama,history;154;1998945;151971;1846974;1998945;151971;1846974;2018,11,1;26002;26002;3;92;2019,04,5;220
tt9159648;the metropolitan opera hd live verdi la traviata;rl1040811521;fathom events;musical;205;1982588;1882931;99657;1982588;1882931;99657;2018,12,15;1333159;1333159;725;725;2018,12,15;330
tt7690762;the pact;rl688293377;sony pictures releasing;horror,thriller;106;1855647;2488;1853159;1855647;2488;1853159;2018,08,17;1453;1453;10;10;2018,10,26;67
tt6958212;sweet country;rl1627686401;the samuel goldwyn company;adventure,crime,drama,history,thriller,western;113;1847693;104297;1743396;1847693;104297;1743396;2018,01,25;8895;8895;2;24;2018,04,6;270
tt6859762;the little stranger;rl3137504769;focus features;drama,horror,mystery;111;1824902;713143;1111759;1824902;713143;1111759;2018,08,31;401563;401563;474;477;2018,08,31;123
tt4682136;the seagull;rl4278552065;sony pictures classics;comedy,drama,romance;98;1820461;1252960;567501;1820461;1252960;567501;2018,05,11;79016;79016;6;211;2018,05,11;235
tt10160730;moses;rl2198308353;fathom events;;;1807117;1807117;;1807117;1807117;;2018,09,13;416047;416047;673;697;2018,09,13;110
tt5226984;tom of finland;rl2802091521;gathrfilms;biography,drama;117;15483;3314;12169;1792414;381610;1410804;2017,02,24;1006;13524;1;1;2018,02,23;312
tt6898634;the metropolitan opera hd live puccini la boheme;rl503612929;fathom events;musical;187;1764201;1764201;;1764201;1764201;;2018,02,24;1326339;1326339;687;687;2018,02,24;311
tt6898932;the metropolitan opera hd live massenet cendrillon;rl2953086465;fathom events;musical;;1747259;1243306;503953;1747259;1243306;503953;2018,04,28;925752;925752;684;684;2018,04,28;248
tt5628302;beast;rl2869265921;roadside attractions;crime,drama,mystery,romance;107;1744071;800365;943706;1744071;800365;943706;2018,04,18;53248;53248;4;93;2018,05,11;235
tt8075202;a faithful man;rl3624437249;kino lorber;comedy,drama,romance;75;1718702;77491;1641211;1718702;77491;1641211;2018,12,26;7321;7321;1;6;2019,07,19;115
tt6628102;the wild pear tree;rl789153281;the cinema guild;drama;188;1696258;34014;1662244;1717349;34014;1683335;2018,06,1;4923;4923;1;5;2019,01,30;285
tt7534054;sorry angel;rl923371009;strand releasing;drama,romance;132;1636273;30628;1605645;1636273;30628;1605645;2018,05,9;6559;6559;1;4;2019,02,15;269
tt2160105;i still see you;rl956728833;lionsgate;fantasy,thriller;98;1620637;1359;1619278;1620637;1359;1619278;2018,09,27;815;815;10;10;2018,10,12;81
tt9089472;the metropolitan opera hd live verdi aida;rl2483455489;fathom events;musical;225;1595902;1595902;;1595902;1595902;;2018,10,6;1187275;1187275;699;699;2018,10,6;87
tt7147540;made in india;rl3959916033;yash raj films;comedy,drama;122;1594164;790628;803536;1594164;790628;803536;2018,09,27;581950;581950;193;193;2018,09,28;95
tt7286916;the dawn wall;rl940017153;the orchard;biography,documentary,sport;100;112191;112191;;1554204;1082223;471981;2018,09,14;21615;21615;2;4;2018,09,14;109
tt5862902;yardie;rl1879672321;rialto pictures;crime,drama;101;1551163;36012;1515151;1551163;36012;1515151;2018,08,31;22056;22056;77;77;2019,03,15;241
tt0097940;mystery train;rl1264879105;orion classics;comedy,crime,drama;110;1544973;1541218;3755;1544973;1541218;3755;2018,08,10;;;;;;
tt7027278;kedarnath;rl3104212481;packyourbag films;drama,romance;116;1538846;901131;637715;1538846;901131;637715;2018,12,6;407118;407118;113;113;2018,12,7;339
tt6998518;mandy;rl3943138817;rlj entertainment;action,fantasy,horror,mystery,thriller;121;1335484;1214525;120959;1524880;1214525;310355;2018,09,13;225723;225723;75;250;2018,09,13;113
tt6257174;the miseducation of cameron post;rl1510245889;filmrise;drama;91;1451729;904703;547026;1451729;904703;547026;2018,07,18;48638;48638;2;85;2018,08,3;151
tt6495094;little women;rl2399503873;pinnacle peak;drama,family;112;1428125;1379497;48628;1428125;1379497;48628;2018,09,28;705063;705063;643;643;2018,09,28;408
tt5960374;vox lux;rl4060579329;neon;drama,music;114;1399272;727119;672153;1399272;727119;672153;2018,12,7;155714;155714;6;325;2018,12,7;339
tt6532374;swimming with men;rl1980139009;ifc films;comedy,drama,romance,sport;96;1377748;24708;1353040;1377748;24708;1353040;2018,07,6;10336;10336;31;31;2018,12,7;338
tt6957966;little italy;rl4010247681;entertainment one;comedy,romance;102;1362536;990230;372306;1362536;990230;372306;2018,08,17;283399;283399;133;133;2018,08,24;133
tt6896536;foxtrot;rl2432861697;sony pictures classics;drama;113;1356159;618883;737276;1356159;618883;737276;2018,02,2;31629;31629;4;45;2018,03,2;305
tt0104652;porco rosso;rl2366014977;fathom events;adventure,animation,comedy,fantasy,romance;94;443059;443059;;1354729;443059;911670;2008,03,7;156270;;734;755;2018,05,20;226
tt6898654;the metropolitan opera hd live rossini semiramide;rl537167361;fathom events;musical;;1332900;1033651;299249;1332900;1033651;299249;2018,03,9;798605;798605;691;691;2018,03,10;297
tt6898908;the metropolitan opera hd live mozart cosi fan tutte;rl2181465601;fathom events;musical;;1302949;1302949;;1302949;1302949;;2018,03,31;966870;966870;687;687;2018,03,31;276
tt4830786;the cakemaker;rl1812235777;strand releasing;drama;113;1287568;875751;411817;1287568;875751;411817;2018,05,24;33384;33384;4;34;2018,06,29;189
tt6135054;shed skin papa;rl721716737;china lion film distribution;comedy,drama;100;1278065;13331;1264734;1278065;13331;1264734;2018,03,23;7950;7950;8;8;2018,03,23;284
tt0063823;yellow submarine;rl1896121857;abramorama;adventure,animation,comedy,fantasy,musical;90;1273261;992305;280956;1273261;992305;280956;2018,07,6;107105;107105;73;188;2018,07,8;177
tt7253216;guy;rl2684782081;distrib films;comedy,drama,music;101;1257937;1319;1256618;1257937;1319;1256618;2018,08,29;1319;1319;2;2;2018,12,14;331
tt0110008;pom poko;rl2349237761;fathom events;animation,comedy,drama,family,fantasy;119;372405;372405;;1252335;372405;879930;2006,01,18;107909;;733;758;2018,06,17;198
tt5586052;the invisibles;rl3674703361;greenwich entertainment;biography,drama,history,war;110;764250;407373;356877;1224098;407373;816725;2018,01,25;27164;27164;4;19;2019,01,25;290
tt5645932;beautifully broken;rl889488897;artaffects entertainment;drama;108;1209645;1209645;;1209645;1209645;;2018,08,24;589155;589155;651;651;2018,08,24;443
tt6763252;the captain;rl2131199489;music box films;drama,history,war;118;1196669;109226;1087443;1196669;109226;1087443;2018,03,22;7568;7568;1;10;2018,07,27;471
tt9089642;the metropolitan opera hd live saintsaens samson et dalila;rl3238430209;fathom events;musical;200;1195758;1195758;;1195758;1195758;;2018,10,20;898384;898384;699;699;2018,10,20;73
tt6898924;the metropolitan opera hd live verdi luisa miller;rl2198242817;fathom events;musical;;1166858;1166858;;1166858;1166858;;2018,04,14;850777;850777;685;685;2018,04,14;262
tt6898616;the metropolitan opera hd live donizetti lelisir damore;rl67405313;fathom events;musical;;1115018;1115018;;1115018;1115018;;2018,02,10;837262;837262;687;687;2018,02,10;325
tt0047673;white christmas;rl2869331457;fathom events;comedy,musical,romance;120;928298;928298;;1097995;928298;169697;1954,10,14;566045;;638;638;2018,12,9;336
tt5855772;sunset;rl1795786241;sony pictures classics;drama,mystery;142;1083299;164906;918393;1083299;164906;918393;2018,09,27;13846;13846;3;37;2019,03,22;234
tt9089672;the metropolitan opera hd live puccini la fanciulla del west;rl3288761857;fathom events;musical;;1023233;1023233;;1023233;1023233;;2018,10,27;765549;765549;705;705;2018,10,27;66
tt5474036;manmarziyaan;rl2366080513;eros international;romance;156;1016545;567417;449128;1016545;567417;449128;2018,09,13;292439;292439;99;99;2018,09,14;109
tt0285063;elvis the comeback special;rl2970060289;fathom events;documentary,music,musical;60;1010657;1010657;;1010657;1010657;;2018,08,16;;;;725;;138
tt8672516;antony  cleopatra;rl1007257089;fathom events;drama;220;998079;83672;914407;998079;83672;914407;2018,11,30;;;;470;2018,12,6;339
tt6675244;transit;rl1292338689;music box films;drama,scifi;101;982372;815290;167082;982372;815290;167082;2018,10,25;31931;31931;2;72;2019,03,1;255
tt3780500;journeys end;rl3943007745;good deed entertainment;drama,war;107;970809;161796;809013;970809;161796;809013;2018,02,2;11798;11798;2;35;2018,03,16;49
tt4080956;a prayer before dawn;rl1543865857;a24;biography,crime,drama,sport,thriller;116;958883;14453;944430;958883;14453;944430;2018,05,24;14453;14453;13;13;2018,08,10;144
tt3986820;the endless;rl3171255809;well go usa entertainment;fantasy,horror,scifi,thriller;111;956425;272020;684405;956425;272020;684405;2018,03,22;9083;9083;1;20;2018,04,6;270
tt4602066;the catcher was a spy;rl3305408001;ifc films;biography,drama,war;98;953953;725223;228730;953953;725223;228730;2018,06,22;114771;114771;46;52;2018,06,22;193
tt6433456;becoming astrid;rl2080867841;music box films;biography,drama;123;938766;120486;818280;938766;120486;818280;2018,11,22;5361;5361;3;16;2018,11,23;353
tt8593814;the boys are back  bandstand the broadway musical;rl33981953;fathom events;musical;130;91000;91000;;930554;930554;;2018,06,25;;;;361;2018,11,15;360
tt6495388;like arrows;rl2835645953;fathom events;drama;100;928265;817990;110275;928265;817990;110275;2018,05,1;;;;818;2018,05,1;245
tt7820280;connect;rl3288696321;fathom events;documentary;70;918127;918127;;918127;918127;;2018,02,27;;;;781;2018,02,27;308
tt4399952;the lodgers;rl906331649;epic pictures group;drama,horror,romance,thriller;92;916727;7362;909365;916727;7362;909365;2018,02,23;5053;5053;17;17;2018,02,23;312
tt6738136;revenge;rl654607873;neon;action,horror,thriller;108;913331;102091;811240;913331;102091;811240;2018,02,7;45924;45924;37;37;2018,05,11;235
tt5843850;kings;rl2785379841;the orchard;crime,drama,romance,thriller;86;910269;274635;635634;910269;274635;635634;2018,04,11;163289;163289;215;215;2018,04,27;249
tt6316170;george takeis allegiance;rl2919663105;fathom events;musical;130;117162;117162;;902012;902012;;2017,02,19;;784850;;567;2018,12,11;334
tt9159640;the metropolitan opera hd live nico muhly marnie;rl956925441;fathom events;musical;150;865551;849710;15841;865551;849710;15841;2018,11,10;639253;639253;669;669;2018,11,10;365
tt5160938;lizzie;rl100959745;roadside attractions;biography,crime,drama,horror,mystery,thriller;105;844786;642157;202629;844786;642157;202629;2018,09,14;47580;47580;4;240;2018,09,14;109
tt7875464;the heiresses;rl2902951425;distrib films;drama;98;811196;78473;732723;811196;78473;732723;2018,04,5;11304;11304;2;6;2019,01,16;299
tt5338644;mrs hyde;rl2466547201;cartilage films;comedy,drama,scifi;95;778142;18627;759515;778142;18627;759515;2018,03,28;5943;5943;1;2;2018,04,27;249
tt0095037;distant voices still lives;rl2550629889;arrow films;drama,music;84;33301;5234;28067;771745;693563;78182;1989,07,28;2395;10021;1;1;2018,08,31;123
tt5644050;pick of the litter;rl3137832449;ifc films;documentary;80;763688;578717;184971;763688;578717;184971;2018,08,31;16519;16519;2;60;2018,08,31;436
tt4958448;museo;rl2298971649;vitagraph films;crime,drama;128;759626;148505;611121;759626;148505;611121;2018,09,14;16554;16554;1;12;2018,09,14;112
tt5686062;boundaries;rl3792012801;sony pictures classics;comedy,drama;104;755977;703438;52539;755977;703438;52539;2018,06,22;29552;29552;5;224;2018,06,22;193
tt6720618;ramen shop;rl3607594497;strand releasing;drama;89;734347;88455;645892;734347;88455;645892;2018,06,14;5303;5303;2;10;2019,03,22;234
tt6905696;slaughterhouse rulez;rl453412353;sony pictures releasing;action,comedy,horror,thriller;104;730762;4665;726097;730762;4665;726097;2018,10,31;2145;2145;10;10;2019,05,17;178
tt7089878;liz and the blue bird;rl3171321345;eleven arts;animation,drama,fantasy,music;90;726454;63204;663250;726454;63204;663250;2018,04,21;;;;79;2018,11,2;373
tt8672348;hbo boxing canelo alvarez vs gennady golovkin ii;rl2215085569;fathom events;documentary,sport;;707875;707875;;707875;707875;;2018,09,15;707875;707875;533;533;2018,09,15;108
tt0101798;edward ii;rl2919532033;film movement;drama,history,romance;87;11055;4826;6229;706131;699264;6867;1992,03,20;1701;28318;1;1;2018,05,4;242
tt6186232;itzhak;rl855934465;greenwich entertainment;documentary;82;704968;607290;97678;704968;607290;97678;2018,03,9;14350;14350;2;35;2018,03,9;298
tt6443294;blaze;rl1560774145;ifc films;biography,drama,music;129;704955;704955;;704955;704955;;2018,08,17;44050;44050;3;88;2018,08,17;450
tt6263618;in the aisles;rl2064090625;music box films;drama;125;694586;28394;666192;694586;28394;666192;2018,05,24;922;922;1;6;2019,06,14;150
tt8235296;the trump prophecy;rl369526273;fathom events;drama;120;671198;671198;;671198;671198;;2018,10,2;;;;608;2018,10,2;91
tt6433880;anna and the apocalypse;rl2969863681;orion pictures;comedy,fantasy,horror,musical;93;670430;545597;124833;670430;545597;124833;2018,11,30;52588;52588;5;138;2018,11,30;346
tt0142242;dragon ball z broly  the legendary super saiyan;rl3523642881;fathom events;action,animation,scifi;72;658982;658982;;658982;658982;;2018,09,15;357322;357322;681;681;2018,09,15;108
tt4911996;goldstone;rl1946453505;lightyear entertainment;crime,thriller;110;87639;87639;;650352;87639;562713;2016,07,7;1300;;1;19;2018,03,2;305
tt7720922;batti gul meter chalu;rl4211574273;eros international;drama;161;635869;249539;386330;635869;249539;386330;2018,09,20;153847;153847;64;64;2018,09,21;102
tt5424228;love gilda;rl671581697;magnolia pictures;documentary;88;626318;626318;;626318;626318;;2018,09,21;189639;189639;82;112;2018,09,21;415
tt0106417;sailor moon r the movie the promise of the rosesailor moon s the movie  hearts in ice;rl3808855553;fathom events;;121;335697;335697;;619902;619902;;2017,01,19;173199;253490;526;621;;157
tt0086817;the transformers;rl3355870721;fathom events;action,adventure,animation,family,scifi;1800;619597;619597;;619597;619597;;2018,09,27;;;;742;2018,09,27;96
tt7158582;the reports on sarah and saleem;rl2617804289;dada films;crime,drama,mystery,romance,war;127;607206;117479;489727;607206;117479;489727;2018,09,6;10102;10102;4;11;2019,06,12;152
tt10192676;dci 2018 big loud and live 15;rl1141278209;fathom events;documentary;;603320;603320;;603320;603320;;2018,08,9;;;;639;2018,08,9;145
tt10192646;grateful dead meetup at the movies;rl2231797249;fathom events;documentary,music;120;600554;600554;;600554;600554;;2018,04,4;;;;504;2018,04,4;272
tt6343058;oh lucy;rl738559489;film movement;comedy,drama;95;600145;375391;224754;600145;375391;224754;2018,01,31;14569;14569;3;41;2018,03,2;305
tt6241872;ruben brandt collector;rl755598849;sony pictures classics;action,animation,crime,drama,thriller;96;369350;117963;251387;587534;117963;469571;2018,11,8;6036;;1;43;2019,02,15;269
tt1795369;frankenstein;rl3322316289;fathom events;drama;130;417783;417783;;560207;417783;142424;2011,03,31;;;;512;2018,10,22;71
tt1893269;kusama infinity;rl923239937;magnolia pictures;documentary;76;554655;360931;193724;554655;360931;193724;2018,09,7;30998;30998;2;22;2018,09,7;429
tt8956390;rojo;rl4127753729;distrib films;drama,mystery,thriller;109;553672;91337;462335;553672;91337;462335;2018,10,25;12479;12479;2;7;2019,07,12;122
tt7919680;karwaan;rl1711769089;packyourbag films;comedy,drama;114;536525;182009;354516;536525;182009;354516;2018,08,2;98460;98460;58;58;2018,08,3;151
tt0095327;grave of the fireflies;rl2634450433;fathom events;animation,drama,war;89;516962;516962;;516962;516962;;2018,08,12;158101;158101;715;746;2018,08,12;142
tt6662736;what they had;rl3926033921;bleecker street media;drama;101;514967;260136;254831;514967;260136;254831;2018,10,19;17683;17683;4;53;2018,10,19;387
tt0062765;bullitt;rl3422979585;fathom events;action,crime,thriller;114;511350;511350;;511350;511350;;1968,10,17;408627;;586;586;2018,10,7;86
tt7689906;monsters and men;rl185042433;neon;crime,drama,thriller;96;510967;500101;10866;510967;500101;10866;2018,09,28;118697;118697;18;153;2018,09,28;95
tt6451304;have a nice day;rl2013627905;strand releasing;animation,comedy,crime,drama;77;504003;79393;424610;504003;79393;424610;2018,01,12;10463;10463;1;15;2018,01,26;340
tt1273221;london fields;rl4094133761;gvn releasing;crime,mystery,thriller;118;487420;252676;234744;487420;252676;234744;2018,09,20;168575;168575;613;613;2018,10,26;70
